date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI
2021-01-27,231,127.05,249.48,191.73,263.34,2.43,219.45,247.0
2021-01-28,247,135.85,266.76,205.01,281.58,2.59,234.65,224.0
2021-01-29,224,123.2,241.92,185.92,255.36,2.35,212.8,218.0
2021-01-30,218,119.9,235.44,180.94,248.52,2.29,207.1,196.0
2021-01-31,196,107.8,211.68,162.68,223.44,2.06,186.2,255.0
2021-01-02,255,140.25,275.4,211.65,290.7,2.68,242.25,180.0
2021-02-02,180,99.0,194.4,149.4,205.2,1.89,171.0,175.0
2021-03-02,175,96.25,189.0,145.25,199.5,1.84,166.25,162.0
2021-04-02,162,89.1,174.96,134.46,184.68,1.7,153.9,71.0
2021-05-02,71,39.05,76.68,58.93,80.94,0.75,67.45,50.0
2021-06-02,50,27.5,54.0,41.5,57.0,0.53,47.5,62.0
2021-07-02,62,34.1,66.96,51.46,70.68,0.65,58.9,58.0
2021-08-02,58,31.9,62.64,48.14,66.12,0.61,55.1,52.0
2021-09-02,52,28.6,56.16,43.16,59.28,0.55,49.4,77.0
2021-10-02,77,42.35,83.16,63.91,87.78,0.81,73.15,211.0
2021-11-02,211,116.05,227.88,175.13,240.54,2.22,200.45,78.0
2021-12-02,78,42.9,84.24,64.74,88.92,0.82,74.1,182.0
2021-02-13,182,100.1,196.56,151.06,207.48,1.91,172.9,132.0
2021-02-14,132,72.6,142.56,109.56,150.48,1.39,125.4,100.0
2021-02-15,100,55.0,108.0,83.0,114.0,1.05,95.0,99.0
2021-02-16,99,54.45,106.92,82.17,112.86,1.04,94.05,100.0
2021-02-17,100,55.0,108.0,83.0,114.0,1.05,95.0,206.0
2021-02-18,206,113.3,222.48,170.98,234.84,2.16,195.7,120.0
2021-02-19,120,66.0,129.6,99.6,136.8,1.26,114.0,116.0
2021-02-20,116,63.8,125.28,96.28,132.24,1.22,110.2,119.0
2021-02-21,119,65.45,128.52,98.77,135.66,1.25,113.05,144.0
2021-02-22,144,79.2,155.52,119.52,164.16,1.51,136.8,169.0
2021-02-23,169,92.95,182.52,140.27,192.66,1.77,160.55,224.0
2021-02-24,224,123.2,241.92,185.92,255.36,2.35,212.8,191.0
2021-02-25,191,105.05,206.28,158.53,217.74,2.01,181.45,127.0
2021-02-26,127,69.85,137.16,105.41,144.78,1.33,120.65,110.0
2021-02-27,110,60.5,118.8,91.3,125.4,1.16,104.5,139.0
2021-02-28,139,76.45,150.12,115.37,158.46,1.46,132.05,251.0
2021-01-03,251,138.05,271.08,208.33,286.14,2.64,238.45,188.0
2021-02-03,188,103.4,203.04,156.04,214.32,1.97,178.6,142.0
2021-03-03,142,78.1,153.36,117.86,161.88,1.49,134.9,139.0
2021-04-03,139,76.45,150.12,115.37,158.46,1.46,132.05,105.0
2021-05-03,105,57.75,113.4,87.15,119.7,1.1,99.75,53.0
2021-06-03,53,29.15,57.24,43.99,60.42,0.56,50.35,60.0
2021-07-03,60,33.0,64.8,49.8,68.4,0.63,57.0,50.0
2021-08-03,50,27.5,54.0,41.5,57.0,0.53,47.5,53.0
2021-09-03,53,29.15,57.24,43.99,60.42,0.56,50.35,78.0
2021-10-03,78,42.9,84.24,64.74,88.92,0.82,74.1,179.0
2021-11-03,179,98.45,193.32,148.57,204.06,1.88,170.05,93.0
2021-12-03,93,51.15,100.44,77.19,106.02,0.98,88.35,152.0
2021-03-13,152,83.6,164.16,126.16,173.28,1.6,144.4,157.0
2021-03-14,157,86.35,169.56,130.31,178.98,1.65,149.15,156.0
2021-03-15,156,85.8,168.48,129.48,177.84,1.64,148.2,151.0
2021-03-16,151,83.05,163.08,125.33,172.14,1.59,143.45,158.0
2021-03-17,158,86.9,170.64,131.14,180.12,1.66,150.1,154.0
2021-03-18,154,84.7,166.32,127.82,175.56,1.62,146.3,145.0
2021-03-19,145,79.75,156.6,120.35,165.3,1.52,137.75,161.0
2021-03-20,161,88.55,173.88,133.63,183.54,1.69,152.95,171.0
2021-03-21,171,94.05,184.68,141.93,194.94,1.8,162.45,143.0
2021-03-22,143,78.65,154.44,118.69,163.02,1.5,135.85,160.0
2021-03-23,160,88.0,172.8,132.8,182.4,1.68,152.0,193.0
2021-03-24,193,106.15,208.44,160.19,220.02,2.03,183.35,170.0
2021-03-25,170,93.5,183.6,141.1,193.8,1.79,161.5,170.0
2021-03-26,170,93.5,183.6,141.1,193.8,1.79,161.5,177.0
2021-03-27,177,97.35,191.16,146.91,201.78,1.86,168.15,172.0
2021-03-28,172,94.6,185.76,142.76,196.08,1.81,163.4,130.0
2021-03-29,130,71.5,140.4,107.9,148.2,1.37,123.5,75.0
2021-03-30,75,41.25,81.0,62.25,85.5,0.79,71.25,81.0
2021-03-31,81,44.55,87.48,67.23,92.34,0.85,76.95,226.0
2021-01-04,226,124.3,244.08,187.58,257.64,2.37,214.7,182.0
2021-02-04,182,100.1,196.56,151.06,207.48,1.91,172.9,185.0
2021-03-04,185,101.75,199.8,153.55,210.9,1.94,175.75,102.0
2021-04-04,102,56.1,110.16,84.66,116.28,1.07,96.9,80.0
2021-05-04,80,44.0,86.4,66.4,91.2,0.84,76.0,46.0
2021-06-04,46,25.3,49.68,38.18,52.44,0.48,43.7,56.0
2021-07-04,56,30.8,60.48,46.48,63.84,0.59,53.2,53.0
2021-08-04,53,29.15,57.24,43.99,60.42,0.56,50.35,54.0
2021-09-04,54,29.7,58.32,44.82,61.56,0.57,51.3,78.0
2021-10-04,78,42.9,84.24,64.74,88.92,0.82,74.1,164.0
2021-11-04,164,90.2,177.12,136.12,186.96,1.72,155.8,116.0
2021-12-04,116,63.8,125.28,96.28,132.24,1.22,110.2,111.0
2021-04-13,111,61.05,119.88,92.13,126.54,1.17,105.45,94.0
2021-04-14,94,51.7,101.52,78.02,107.16,0.99,89.3,88.0
2021-04-15,88,48.4,95.04,73.04,100.32,0.92,83.6,79.0
2021-04-16,79,43.45,85.32,65.57,90.06,0.83,75.05,65.0
2021-04-17,65,35.75,70.2,53.95,74.1,0.68,61.75,72.0
2021-04-18,72,39.6,77.76,59.76,82.08,0.76,68.4,88.0
2021-04-19,88,48.4,95.04,73.04,100.32,0.92,83.6,67.0
2021-04-20,67,36.85,72.36,55.61,76.38,0.7,63.65,58.0
2021-04-21,58,31.9,62.64,48.14,66.12,0.61,55.1,70.0
2021-04-22,70,38.5,75.6,58.1,79.8,0.74,66.5,79.0
2021-04-23,79,43.45,85.32,65.57,90.06,0.83,75.05,75.0
2021-04-24,75,41.25,81.0,62.25,85.5,0.79,71.25,74.0
2021-04-25,74,40.7,79.92,61.42,84.36,0.78,70.3,129.0
2021-04-26,129,70.95,139.32,107.07,147.06,1.35,122.55,185.0
2021-04-27,185,101.75,199.8,153.55,210.9,1.94,175.75,125.0
2021-04-28,125,68.75,135.0,103.75,142.5,1.31,118.75,81.0
2021-04-29,81,44.55,87.48,67.23,92.34,0.85,76.95,72.0
2021-04-30,72,39.6,77.76,59.76,82.08,0.76,68.4,234.0
2021-01-05,234,128.7,252.72,194.22,266.76,2.46,222.3,182.0
2021-02-05,182,100.1,196.56,151.06,207.48,1.91,172.9,211.0
2021-03-05,211,116.05,227.88,175.13,240.54,2.22,200.45,90.0
2021-04-05,90,49.5,97.2,74.7,102.6,0.95,85.5,76.0
2021-05-05,76,41.8,82.08,63.08,86.64,0.8,72.2,51.0
2021-06-05,51,28.05,55.08,42.33,58.14,0.54,48.45,64.0
2021-07-05,64,35.2,69.12,53.12,72.96,0.67,60.8,55.0
2021-08-05,55,30.25,59.4,45.65,62.7,0.58,52.25,53.0
2021-09-05,53,29.15,57.24,43.99,60.42,0.56,50.35,71.0
2021-10-05,71,39.05,76.68,58.93,80.94,0.75,67.45,199.0
2021-11-05,199,109.45,214.92,165.17,226.86,2.09,189.05,109.0
2021-12-05,109,59.95,117.72,90.47,124.26,1.14,103.55,64.0
2021-05-13,64,35.2,69.12,53.12,72.96,0.67,60.8,65.0
2021-05-14,65,35.75,70.2,53.95,74.1,0.68,61.75,85.0
2021-05-15,85,46.75,91.8,70.55,96.9,0.89,80.75,80.0
2021-05-16,80,44.0,86.4,66.4,91.2,0.84,76.0,47.0
2021-05-17,47,25.85,50.76,39.01,53.58,0.49,44.65,48.0
2021-05-18,48,26.4,51.84,39.84,54.72,0.5,45.6,54.0
2021-05-19,54,29.7,58.32,44.82,61.56,0.57,51.3,88.0
2021-05-20,88,48.4,95.04,73.04,100.32,0.92,83.6,120.0
2021-05-21,120,66.0,129.6,99.6,136.8,1.26,114.0,92.0
2021-05-22,92,50.6,99.36,76.36,104.88,0.97,87.4,81.0
2021-05-23,81,44.55,87.48,67.23,92.34,0.85,76.95,71.0
2021-05-24,71,39.05,76.68,58.93,80.94,0.75,67.45,74.0
2021-05-25,74,40.7,79.92,61.42,84.36,0.78,70.3,71.0
2021-05-26,71,39.05,76.68,58.93,80.94,0.75,67.45,73.0
2021-05-27,73,40.15,78.84,60.59,83.22,0.77,69.35,65.0
2021-05-28,65,35.75,70.2,53.95,74.1,0.68,61.75,69.0
2021-05-29,69,37.95,74.52,57.27,78.66,0.72,65.55,55.0
2021-05-30,55,30.25,59.4,45.65,62.7,0.58,52.25,58.0
2021-05-31,58,31.9,62.64,48.14,66.12,0.61,55.1,274.0
2021-01-06,274,150.7,295.92,227.42,312.36,2.88,260.3,149.0
2021-02-06,149,81.95,160.92,123.67,169.86,1.56,141.55,147.0
2021-03-06,147,80.85,158.76,122.01,167.58,1.54,139.65,115.0
2021-04-06,115,63.25,124.2,95.45,131.1,1.21,109.25,72.0
2021-05-06,72,39.6,77.76,59.76,82.08,0.76,68.4,49.0
2021-06-06,49,26.95,52.92,40.67,55.86,0.51,46.55,76.0
2021-07-06,76,41.8,82.08,63.08,86.64,0.8,72.2,63.0
2021-08-06,63,34.65,68.04,52.29,71.82,0.66,59.85,64.0
2021-09-06,64,35.2,69.12,53.12,72.96,0.67,60.8,74.0
2021-10-06,74,40.7,79.92,61.42,84.36,0.78,70.3,117.0
2021-11-06,117,64.35,126.36,97.11,133.38,1.23,111.15,95.0
2021-12-06,95,52.25,102.6,78.85,108.3,1.0,90.25,41.0
2021-06-13,41,22.55,44.28,34.03,46.74,0.43,38.95,56.0
2021-06-14,56,30.8,60.48,46.48,63.84,0.59,53.2,64.0
2021-06-15,64,35.2,69.12,53.12,72.96,0.67,60.8,41.0
2021-06-16,41,22.55,44.28,34.03,46.74,0.43,38.95,70.0
2021-06-17,70,38.5,75.6,58.1,79.8,0.74,66.5,72.0
2021-06-18,72,39.6,77.76,59.76,82.08,0.76,68.4,68.0
2021-06-19,68,37.4,73.44,56.44,77.52,0.71,64.6,96.0
2021-06-20,96,52.8,103.68,79.68,109.44,1.01,91.2,117.0
2021-06-21,117,64.35,126.36,97.11,133.38,1.23,111.15,92.0
2021-06-22,92,50.6,99.36,76.36,104.88,0.97,87.4,93.0
2021-06-23,93,51.15,100.44,77.19,106.02,0.98,88.35,85.0
2021-06-24,85,46.75,91.8,70.55,96.9,0.89,80.75,56.0
2021-06-25,56,30.8,60.48,46.48,63.84,0.59,53.2,67.0
2021-06-26,67,36.85,72.36,55.61,76.38,0.7,63.65,66.0
2021-06-27,66,36.3,71.28,54.78,75.24,0.69,62.7,55.0
2021-06-28,55,30.25,59.4,45.65,62.7,0.58,52.25,60.0
2021-06-29,60,33.0,64.8,49.8,68.4,0.63,57.0,56.0
2021-06-30,56,30.8,60.48,46.48,63.84,0.59,53.2,285.0
2021-01-07,285,156.75,307.8,236.55,324.9,2.99,270.75,151.0
2021-02-07,151,83.05,163.08,125.33,172.14,1.59,143.45,128.0
2021-03-07,128,70.4,138.24,106.24,145.92,1.34,121.6,101.0
2021-04-07,101,55.55,109.08,83.83,115.14,1.06,95.95,72.0
2021-05-07,72,39.6,77.76,59.76,82.08,0.76,68.4,42.0
2021-06-07,42,23.1,45.36,34.86,47.88,0.44,39.9,74.0
2021-07-07,74,40.7,79.92,61.42,84.36,0.78,70.3,59.0
2021-08-07,59,32.45,63.72,48.97,67.26,0.62,56.05,58.0
2021-09-07,58,31.9,62.64,48.14,66.12,0.61,55.1,61.0
2021-10-07,61,33.55,65.88,50.63,69.54,0.64,57.95,110.0
2021-11-07,110,60.5,118.8,91.3,125.4,1.16,104.5,218.0
2021-12-07,218,119.9,235.44,180.94,248.52,2.29,207.1,56.0
2021-07-13,56,30.8,60.48,46.48,63.84,0.59,53.2,47.0
2021-07-14,47,25.85,50.76,39.01,53.58,0.49,44.65,42.0
2021-07-15,42,23.1,45.36,34.86,47.88,0.44,39.9,42.0
2021-07-16,42,23.1,45.36,34.86,47.88,0.44,39.9,42.0
2021-07-17,42,23.1,45.36,34.86,47.88,0.44,39.9,55.0
2021-07-18,55,30.25,59.4,45.65,62.7,0.58,52.25,52.0
2021-07-19,52,28.6,56.16,43.16,59.28,0.55,49.4,57.0
2021-07-20,57,31.35,61.56,47.31,64.98,0.6,54.15,54.0
2021-07-21,54,29.7,58.32,44.82,61.56,0.57,51.3,63.0
2021-07-22,63,34.65,68.04,52.29,71.82,0.66,59.85,78.0
2021-07-23,78,42.9,84.24,64.74,88.92,0.82,74.1,59.0
2021-07-24,59,32.45,63.72,48.97,67.26,0.62,56.05,63.0
2021-07-25,63,34.65,68.04,52.29,71.82,0.66,59.85,63.0
2021-07-26,63,34.65,68.04,52.29,71.82,0.66,59.85,63.0
2021-07-27,63,34.65,68.04,52.29,71.82,0.66,59.85,68.0
2021-07-28,68,37.4,73.44,56.44,77.52,0.71,64.6,68.0
2021-07-29,68,37.4,73.44,56.44,77.52,0.71,64.6,65.0
2021-07-30,65,35.75,70.2,53.95,74.1,0.68,61.75,66.0
2021-07-31,66,36.3,71.28,54.78,75.24,0.69,62.7,272.0
2021-01-08,272,149.6,293.76,225.76,310.08,2.86,258.4,150.0
2021-02-08,150,82.5,162.0,124.5,171.0,1.58,142.5,110.0
2021-03-08,110,60.5,118.8,91.3,125.4,1.16,104.5,99.0
2021-04-08,99,54.45,106.92,82.17,112.86,1.04,94.05,69.0
2021-05-08,69,37.95,74.52,57.27,78.66,0.72,65.55,49.0
2021-06-08,49,26.95,52.92,40.67,55.86,0.51,46.55,66.0
2021-07-08,66,36.3,71.28,54.78,75.24,0.69,62.7,71.0
2021-08-08,71,39.05,76.68,58.93,80.94,0.75,67.45,47.0
2021-09-08,47,25.85,50.76,39.01,53.58,0.49,44.65,64.0
2021-10-08,64,35.2,69.12,53.12,72.96,0.67,60.8,176.0
2021-11-08,176,96.8,190.08,146.08,200.64,1.85,167.2,216.0
2021-12-08,216,118.8,233.28,179.28,246.24,2.27,205.2,61.0
2021-08-13,61,33.55,65.88,50.63,69.54,0.64,57.95,53.0
2021-08-14,53,29.15,57.24,43.99,60.42,0.56,50.35,51.0
2021-08-15,51,28.05,55.08,42.33,58.14,0.54,48.45,58.0
2021-08-16,58,31.9,62.64,48.14,66.12,0.61,55.1,52.0
2021-08-17,52,28.6,56.16,43.16,59.28,0.55,49.4,48.0
2021-08-18,48,26.4,51.84,39.84,54.72,0.5,45.6,49.0
2021-08-19,49,26.95,52.92,40.67,55.86,0.51,46.55,45.0
2021-08-20,45,24.75,48.6,37.35,51.3,0.47,42.75,40.0
2021-08-21,40,22.0,43.2,33.2,45.6,0.42,38.0,50.0
2021-08-22,50,27.5,54.0,41.5,57.0,0.53,47.5,54.0
2021-08-23,54,29.7,58.32,44.82,61.56,0.57,51.3,48.0
2021-08-24,48,26.4,51.84,39.84,54.72,0.5,45.6,52.0
2021-08-25,52,28.6,56.16,43.16,59.28,0.55,49.4,47.0
2021-08-26,47,25.85,50.76,39.01,53.58,0.49,44.65,56.0
2021-08-27,56,30.8,60.48,46.48,63.84,0.59,53.2,69.0
2021-08-28,69,37.95,74.52,57.27,78.66,0.72,65.55,66.0
2021-08-29,66,36.3,71.28,54.78,75.24,0.69,62.7,74.0
2021-08-30,74,40.7,79.92,61.42,84.36,0.78,70.3,59.0
2021-08-31,59,32.45,63.72,48.97,67.26,0.62,56.05,234.0
2021-01-09,234,128.7,252.72,194.22,266.76,2.46,222.3,165.0
2021-02-09,165,90.75,178.2,136.95,188.1,1.73,156.75,137.0
2021-03-09,137,75.35,147.96,113.71,156.18,1.44,130.15,99.0
2021-04-09,99,54.45,106.92,82.17,112.86,1.04,94.05,78.0
2021-05-09,78,42.9,84.24,64.74,88.92,0.82,74.1,39.0
2021-06-09,39,21.45,42.12,32.37,44.46,0.41,37.05,52.0
2021-07-09,52,28.6,56.16,43.16,59.28,0.55,49.4,57.0
2021-08-09,57,31.35,61.56,47.31,64.98,0.6,54.15,46.0
2021-09-09,46,25.3,49.68,38.18,52.44,0.48,43.7,54.0
2021-10-09,54,29.7,58.32,44.82,61.56,0.57,51.3,172.0
2021-11-09,172,94.6,185.76,142.76,196.08,1.81,163.4,211.0
2021-12-09,211,116.05,227.88,175.13,240.54,2.22,200.45,52.0
2021-09-13,52,28.6,56.16,43.16,59.28,0.55,49.4,67.0
2021-09-14,67,36.85,72.36,55.61,76.38,0.7,63.65,66.0
2021-09-15,66,36.3,71.28,54.78,75.24,0.69,62.7,75.0
2021-09-16,75,41.25,81.0,62.25,85.5,0.79,71.25,68.0
2021-09-17,68,37.4,73.44,56.44,77.52,0.71,64.6,58.0
2021-09-18,58,31.9,62.64,48.14,66.12,0.61,55.1,46.0
2021-09-19,46,25.3,49.68,38.18,52.44,0.48,43.7,48.0
2021-09-20,48,26.4,51.84,39.84,54.72,0.5,45.6,47.0
2021-09-21,47,25.85,50.76,39.01,53.58,0.49,44.65,53.0
2021-09-22,53,29.15,57.24,43.99,60.42,0.56,50.35,58.0
2021-09-23,58,31.9,62.64,48.14,66.12,0.61,55.1,66.0
2021-09-24,66,36.3,71.28,54.78,75.24,0.69,62.7,72.0
2021-09-25,72,39.6,77.76,59.76,82.08,0.76,68.4,64.0
2021-09-26,64,35.2,69.12,53.12,72.96,0.67,60.8,61.0
2021-09-27,61,33.55,65.88,50.63,69.54,0.64,57.95,62.0
2021-09-28,62,34.1,66.96,51.46,70.68,0.65,58.9,45.0
2021-09-29,45,24.75,48.6,37.35,51.3,0.47,42.75,48.0
2021-09-30,48,26.4,51.84,39.84,54.72,0.5,45.6,244.0
2021-01-10,244,134.2,263.52,202.52,278.16,2.56,231.8,196.0
2021-02-10,196,107.8,211.68,162.68,223.44,2.06,186.2,151.0
2021-03-10,151,83.05,163.08,125.33,172.14,1.59,143.45,137.0
2021-04-10,137,75.35,147.96,113.71,156.18,1.44,130.15,68.0
2021-05-10,68,37.4,73.44,56.44,77.52,0.71,64.6,33.0
2021-06-10,33,18.15,35.64,27.39,37.62,0.35,31.35,59.0
2021-07-10,59,32.45,63.72,48.97,67.26,0.62,56.05,68.0
2021-08-10,68,37.4,73.44,56.44,77.52,0.71,64.6,49.0
2021-09-10,49,26.95,52.92,40.67,55.86,0.51,46.55,58.0
2021-10-10,58,31.9,62.64,48.14,66.12,0.61,55.1,164.0
2021-11-10,164,90.2,177.12,136.12,186.96,1.72,155.8,193.0
2021-12-10,193,106.15,208.44,160.19,220.02,2.03,183.35,84.0
2021-10-13,84,46.2,90.72,69.72,95.76,0.88,79.8,140.0
2021-10-14,140,77.0,151.2,116.2,159.6,1.47,133.0,141.0
2021-10-15,141,77.55,152.28,117.03,160.74,1.48,133.95,107.0
2021-10-16,107,58.85,115.56,88.81,121.98,1.12,101.65,153.0
2021-10-17,153,84.15,165.24,126.99,174.42,1.61,145.35,102.0
2021-10-18,102,56.1,110.16,84.66,116.28,1.07,96.9,94.0
2021-10-19,94,51.7,101.52,78.02,107.16,0.99,89.3,87.0
2021-10-20,87,47.85,93.96,72.21,99.18,0.91,82.65,106.0
2021-10-21,106,58.3,114.48,87.98,120.84,1.11,100.7,143.0
2021-10-22,143,78.65,154.44,118.69,163.02,1.5,135.85,111.0
2021-10-23,111,61.05,119.88,92.13,126.54,1.17,105.45,74.0
2021-10-24,74,40.7,79.92,61.42,84.36,0.78,70.3,58.0
2021-10-25,58,31.9,62.64,48.14,66.12,0.61,55.1,96.0
2021-10-26,96,52.8,103.68,79.68,109.44,1.01,91.2,119.0
2021-10-27,119,65.45,128.52,98.77,135.66,1.25,113.05,130.0
2021-10-28,130,71.5,140.4,107.9,148.2,1.37,123.5,126.0
2021-10-29,126,69.3,136.08,104.58,143.64,1.32,119.7,128.0
2021-10-30,128,70.4,138.24,106.24,145.92,1.34,121.6,155.0
2021-10-31,155,85.25,167.4,128.65,176.7,1.63,147.25,214.0
2021-01-11,214,117.7,231.12,177.62,243.96,2.25,203.3,245.0
2021-02-11,245,134.75,264.6,203.35,279.3,2.57,232.75,120.0
2021-03-11,120,66.0,129.6,99.6,136.8,1.26,114.0,106.0
2021-04-11,106,58.3,114.48,87.98,120.84,1.11,100.7,67.0
2021-05-11,67,36.85,72.36,55.61,76.38,0.7,63.65,45.0
2021-06-11,45,24.75,48.6,37.35,51.3,0.47,42.75,50.0
2021-07-11,50,27.5,54.0,41.5,57.0,0.53,47.5,54.0
2021-08-11,54,29.7,58.32,44.82,61.56,0.57,51.3,48.0
2021-09-11,48,26.4,51.84,39.84,54.72,0.5,45.6,63.0
2021-10-11,63,34.65,68.04,52.29,71.82,0.66,59.85,174.0
2021-11-11,174,95.7,187.92,144.42,198.36,1.83,165.3,173.0
2021-12-11,173,95.15,186.84,143.59,197.22,1.82,164.35,195.0
2021-11-13,195,107.25,210.6,161.85,222.3,2.05,185.25,201.0
2021-11-14,201,110.55,217.08,166.83,229.14,2.11,190.95,200.0
2021-11-15,200,110.0,216.0,166.0,228.0,2.1,190.0,222.0
2021-11-16,222,122.1,239.76,184.26,253.08,2.33,210.9,153.0
2021-11-17,153,84.15,165.24,126.99,174.42,1.61,145.35,81.0
2021-11-18,81,44.55,87.48,67.23,92.34,0.85,76.95,84.0
2021-11-19,84,46.2,90.72,69.72,95.76,0.88,79.8,102.0
2021-11-20,102,56.1,110.16,84.66,116.28,1.07,96.9,84.0
2021-11-21,84,46.2,90.72,69.72,95.76,0.88,79.8,66.0
2021-11-22,66,36.3,71.28,54.78,75.24,0.69,62.7,76.0
2021-11-23,76,41.8,82.08,63.08,86.64,0.8,72.2,94.0
2021-11-24,94,51.7,101.52,78.02,107.16,0.99,89.3,149.0
2021-11-25,149,81.95,160.92,123.67,169.86,1.56,141.55,136.0
2021-11-26,136,74.8,146.88,112.88,155.04,1.43,129.2,152.0
2021-11-27,152,83.6,164.16,126.16,173.28,1.6,144.4,145.0
2021-11-28,145,79.75,156.6,120.35,165.3,1.52,137.75,120.0
2021-11-29,120,66.0,129.6,99.6,136.8,1.26,114.0,150.0
2021-11-30,150,82.5,162.0,124.5,171.0,1.58,142.5,194.0
2021-01-12,194,106.7,209.52,161.02,221.16,2.04,184.3,249.0
2021-02-12,249,136.95,268.92,206.67,283.86,2.61,236.55,98.0
2021-03-12,98,53.9,105.84,81.34,111.72,1.03,93.1,92.0
2021-04-12,92,50.6,99.36,76.36,104.88,0.97,87.4,59.0
2021-05-12,59,32.45,63.72,48.97,67.26,0.62,56.05,34.0
2021-06-12,34,18.7,36.72,28.22,38.76,0.36,32.3,40.0
2021-07-12,40,22.0,43.2,33.2,45.6,0.42,38.0,58.0
2021-08-12,58,31.9,62.64,48.14,66.12,0.61,55.1,44.0
2021-09-12,44,24.2,47.52,36.52,50.16,0.46,41.8,69.0
2021-10-12,69,37.95,74.52,57.27,78.66,0.72,65.55,171.0
2021-11-12,171,94.05,184.68,141.93,194.94,1.8,162.45,184.0
2021-12-12,184,101.2,198.72,152.72,209.76,1.93,174.8,181.0
2021-12-13,181,99.55,195.48,150.23,206.34,1.9,171.95,119.0
2021-12-14,119,65.45,128.52,98.77,135.66,1.25,113.05,176.0
2021-12-15,176,96.8,190.08,146.08,200.64,1.85,167.2,223.0
2021-12-16,223,122.65,240.84,185.09,254.22,2.34,211.85,241.0
2021-12-17,241,132.55,260.28,200.03,274.74,2.53,228.95,236.0
2021-12-18,236,129.8,254.88,195.88,269.04,2.48,224.2,214.0
2021-12-19,214,117.7,231.12,177.62,243.96,2.25,203.3,199.0
2021-12-20,199,109.45,214.92,165.17,226.86,2.09,189.05,232.0
2021-12-21,232,127.6,250.56,192.56,264.48,2.44,220.4,230.0
2021-12-22,230,126.5,248.4,190.9,262.2,2.42,218.5,214.0
2021-12-23,214,117.7,231.12,177.62,243.96,2.25,203.3,180.0
2021-12-24,180,99.0,194.4,149.4,205.2,1.89,171.0,110.0
2021-12-25,110,60.5,118.8,91.3,125.4,1.16,104.5,182.0
2021-12-26,182,100.1,196.56,151.06,207.48,1.91,172.9,215.0
2021-12-27,215,118.25,232.2,178.45,245.1,2.26,204.25,201.0
2021-12-28,201,110.55,217.08,166.83,229.14,2.11,190.95,138.0
2021-12-29,138,75.9,149.04,114.54,157.32,1.45,131.1,155.0
2021-12-30,155,85.25,167.4,128.65,176.7,1.63,147.25,176.0
2021-12-31,176,96.8,190.08,146.08,200.64,1.85,167.2,173.0
2022-01-01,173,95.15,186.84,143.59,197.22,1.82,164.35,177.0
2022-02-01,177,97.35,191.16,146.91,201.78,1.86,168.15,187.0
2022-03-01,187,102.85,201.96,155.21,213.18,1.96,177.65,196.0
2022-04-01,196,107.8,211.68,162.68,223.44,2.06,186.2,89.0
2022-05-01,89,48.95,96.12,73.87,101.46,0.93,84.55,79.0
2022-06-01,79,43.45,85.32,65.57,90.06,0.83,75.05,58.0
2022-07-01,58,31.9,62.64,48.14,66.12,0.61,55.1,65.0
2022-08-01,65,35.75,70.2,53.95,74.1,0.68,61.75,64.0
2022-09-01,64,35.2,69.12,53.12,72.96,0.67,60.8,78.0
2022-10-01,78,42.9,84.24,64.74,88.92,0.82,74.1,152.0
2022-11-01,152,83.6,164.16,126.16,173.28,1.6,144.4,213.0
2022-12-01,213,117.15,230.04,176.79,242.82,2.24,202.35,172.0
2022-01-13,172,94.6,185.76,142.76,196.08,1.81,163.4,208.0
2022-01-14,208,114.4,224.64,172.64,237.12,2.18,197.6,182.0
2022-01-15,182,100.1,196.56,151.06,207.48,1.91,172.9,160.0
2022-01-16,160,88.0,172.8,132.8,182.4,1.68,152.0,147.0
2022-01-17,147,80.85,158.76,122.01,167.58,1.54,139.65,171.0
2022-01-18,171,94.05,184.68,141.93,194.94,1.8,162.45,181.0
2022-01-19,181,99.55,195.48,150.23,206.34,1.9,171.95,154.0
2022-01-20,154,84.7,166.32,127.82,175.56,1.62,146.3,110.0
2022-01-21,110,60.5,118.8,91.3,125.4,1.16,104.5,99.0
2022-01-22,99,54.45,106.92,82.17,112.86,1.04,94.05,247.0
2022-01-23,247,135.85,266.76,205.01,281.58,2.59,234.65,381.0
2022-01-24,381,209.55,411.48,316.23,434.34,4.0,361.95,268.0
2022-01-25,268,147.4,289.44,222.44,305.52,2.81,254.6,267.0
2022-01-26,267,146.85,288.36,221.61,304.38,2.8,253.65,212.0
2022-01-27,212,116.6,228.96,175.96,241.68,2.23,201.4,160.0
2022-01-28,160,88.0,172.8,132.8,182.4,1.68,152.0,162.0
2022-01-29,162,89.1,174.96,134.46,184.68,1.7,153.9,168.0
2022-01-30,168,92.4,181.44,139.44,191.52,1.76,159.6,176.0
2022-01-31,176,96.8,190.08,146.08,200.64,1.85,167.2,150.0
2022-01-02,150,82.5,162.0,124.5,171.0,1.58,142.5,179.0
2022-02-02,179,98.45,193.32,148.57,204.06,1.88,170.05,216.0
2022-03-02,216,118.8,233.28,179.28,246.24,2.27,205.2,214.0
2022-04-02,214,117.7,231.12,177.62,243.96,2.25,203.3,103.0
2022-05-02,103,56.65,111.24,85.49,117.42,1.08,97.85,99.0
2022-06-02,99,54.45,106.92,82.17,112.86,1.04,94.05,67.0
2022-07-02,67,36.85,72.36,55.61,76.38,0.7,63.65,63.0
