date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI,temperature_2m,relative_humidity_2m,wind_speed_10m
2020-05-26,51,28.05,55.08,42.33,58.14,0.54,48.45,45.0,29.61408358,76.54932029,9.851950875
2020-05-27,45,24.75,48.6,37.35,51.3,0.47,42.75,45.0,30.00991729,76.21381025,12.44682193
2020-05-28,45,24.75,48.6,37.35,51.3,0.47,42.75,35.0,30.30366717,75.15819667,12.45686174
2020-05-29,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0,30.17033371,76.91463008,10.71848605
2020-05-30,37,20.35,39.96,30.71,42.18,0.39,35.15,43.0,30.21408358,75.812406,11.12486934
2020-05-31,43,23.65,46.44,35.69,49.02,0.45,40.85,137.0,30.17033346,73.445699,12.95891038
2020-01-06,137,75.35,147.96,113.71,156.18,1.44,130.15,123.0,30.58491692,70.39905429,13.63267065
2020-02-06,123,67.65,132.84,102.09,140.22,1.29,116.85,101.0,30.60575063,73.07803133,11.56918073
2020-03-06,101,55.55,109.08,83.83,115.14,1.06,95.95,58.0,30.49533358,74.62536975,11.08361768
2020-04-06,58,31.9,62.64,48.14,66.12,0.61,55.1,50.0,30.95575012,71.49173954,12.86488153
2020-05-06,50,27.5,54.0,41.5,57.0,0.53,47.5,30.0,29.02033333,78.03120071,6.167452192
2020-06-06,30,16.5,32.4,24.9,34.2,0.32,28.5,56.0,27.47658333,81.68500663,14.63872923
2020-07-06,56,30.8,60.48,46.48,63.84,0.59,53.2,36.0,27.21825,82.41223308,31.21136275
2020-08-06,36,19.8,38.88,29.88,41.04,0.38,34.2,128.0,27.33075,87.68964658,14.73018363
2020-09-06,128,70.4,138.24,106.24,145.92,1.34,121.6,76.0,27.64325,86.08149375,17.47009158
2020-10-06,76,41.8,82.08,63.08,86.64,0.8,72.2,128.0,27.20991667,87.17341171,18.98296288
2020-11-06,128,70.4,138.24,106.24,145.92,1.34,121.6,149.0,27.28075,87.33865333,16.52433177
2020-12-06,149,81.95,160.92,123.67,169.86,1.56,141.55,33.0,27.16616667,87.96049162,12.35939343
2020-06-13,33,18.15,35.64,27.39,37.62,0.35,31.35,32.0,27.75158333,88.59968642,11.15885434
2020-06-14,32,17.6,34.56,26.56,36.48,0.34,30.4,31.0,27.84116667,89.49238867,9.492717188
2020-06-15,31,17.05,33.48,25.73,35.34,0.33,29.45,37.0,27.61825,89.16608338,10.29332695
2020-06-16,37,20.35,39.96,30.71,42.18,0.39,35.15,36.0,27.70366667,88.1773965,8.185177171
2020-06-17,36,19.8,38.88,29.88,41.04,0.38,34.2,35.0,27.40158333,89.15981671,9.448774363
2020-06-18,35,19.25,37.8,29.05,39.9,0.37,33.25,42.0,27.93491667,88.38202896,11.08895996
2020-06-19,42,23.1,45.36,34.86,47.88,0.44,39.9,51.0,27.687,89.46416871,9.378213704
2020-06-20,51,28.05,55.08,42.33,58.14,0.54,48.45,43.0,27.26825,88.91498792,12.47862565
2020-06-21,43,23.65,46.44,35.69,49.02,0.45,40.85,42.0,26.98908333,90.25900213,17.23088742
2020-06-22,42,23.1,45.36,34.86,47.88,0.44,39.9,41.0,27.187,90.42510492,20.09528744
2020-06-23,41,22.55,44.28,34.03,46.74,0.43,38.95,33.0,27.71408333,90.20078104,16.82950906
2020-06-24,33,18.15,35.64,27.39,37.62,0.35,31.35,36.0,27.66408333,89.80699854,14.85474233
2020-06-25,36,19.8,38.88,29.88,41.04,0.38,34.2,42.0,27.21616667,91.41483525,15.26547004
2020-06-26,42,23.1,45.36,34.86,47.88,0.44,39.9,50.0,27.32033333,89.178455,17.06638748
2020-06-27,50,27.5,54.0,41.5,57.0,0.53,47.5,49.0,27.40991667,87.06446196,22.32902704
2020-06-28,49,26.95,52.92,40.67,55.86,0.51,46.55,36.0,27.87241667,86.16741838,16.18696621
2020-06-29,36,19.8,38.88,29.88,41.04,0.38,34.2,33.0,28.32241667,85.41421196,11.18455225
2020-06-30,33,18.15,35.64,27.39,37.62,0.35,31.35,189.0,28.17033333,86.96202917,7.808994571
2020-01-07,189,103.95,204.12,156.87,215.46,1.98,179.55,126.0,28.312,85.68626596,10.17325324
2020-02-07,126,69.3,136.08,104.58,143.64,1.32,119.7,108.0,28.22241667,86.19217642,10.0250387
2020-03-07,108,59.4,116.64,89.64,123.12,1.13,102.6,64.0,27.337,89.35031121,7.103754296
2020-04-07,64,35.2,69.12,53.12,72.96,0.67,60.8,55.0,27.39116667,88.69048379,13.98748813
2020-05-07,55,30.25,59.4,45.65,62.7,0.58,52.25,41.0,27.14116667,89.86063329,16.86936125
2020-06-07,41,22.55,44.28,34.03,46.74,0.43,38.95,38.0,27.4245,88.3996855,14.87225467
2020-07-07,38,20.9,41.04,31.54,43.32,0.4,36.1,36.0,27.25991667,89.40898221,14.96864588
2020-08-07,36,19.8,38.88,29.88,41.04,0.38,34.2,55.0,26.91408333,91.92800646,22.44019554
2020-09-07,55,30.25,59.4,45.65,62.7,0.58,52.25,93.0,27.06408333,90.42668625,23.23557192
2020-10-07,93,51.15,100.44,77.19,106.02,0.98,88.35,130.0,27.48283333,87.629379,29.89213287
2020-11-07,130,71.5,140.4,107.9,148.2,1.37,123.5,144.0,27.17658333,90.84274225,23.29502729
2020-12-07,144,79.2,155.52,119.52,164.16,1.51,136.8,36.0,27.10158333,91.10736946,18.36747533
2020-07-13,36,19.8,38.88,29.88,41.04,0.38,34.2,36.0,27.0745,91.14452046,17.42797929
2020-07-14,36,19.8,38.88,29.88,41.04,0.38,34.2,31.0,26.98908333,90.01297821,18.44832533
2020-07-15,31,17.05,33.48,25.73,35.34,0.33,29.45,33.0,26.88283333,90.50486858,17.36452208
2020-07-16,33,18.15,35.64,27.39,37.62,0.35,31.35,34.0,26.81408333,90.59643063,14.91989379
2020-07-17,34,18.7,36.72,28.22,38.76,0.36,32.3,37.0,26.7245,91.14755925,12.74024569
2020-07-18,37,20.35,39.96,30.71,42.18,0.39,35.15,46.0,26.887,90.88882829,10.7696187
2020-07-19,46,25.3,49.68,38.18,52.44,0.48,43.7,47.0,26.43491667,92.09745404,13.55611888
2020-07-20,47,25.85,50.76,39.01,53.58,0.49,44.65,49.0,26.32866667,92.16654408,20.0061975
2020-07-21,49,26.95,52.92,40.67,55.86,0.51,46.55,54.0,26.737,90.63712813,22.56523083
2020-07-22,54,29.7,58.32,44.82,61.56,0.57,51.3,39.0,26.82241667,91.83329208,19.8415835
2020-07-23,39,21.45,42.12,32.37,44.46,0.41,37.05,50.0,27.41616667,89.09933008,10.94965634
2020-07-24,50,27.5,54.0,41.5,57.0,0.53,47.5,44.0,27.19325,90.74314892,11.81346721
2020-07-25,44,24.2,47.52,36.52,50.16,0.46,41.8,45.0,27.19533333,88.43064371,11.45329637
2020-07-26,45,24.75,48.6,37.35,51.3,0.47,42.75,26.0,27.74116667,88.19328104,8.237220842
2020-07-27,26,14.3,28.08,21.58,29.64,0.27,24.7,35.0,27.44533333,89.10048421,6.434145725
2020-07-28,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0,26.95158333,90.00365546,7.094279504
2020-07-29,37,20.35,39.96,30.71,42.18,0.39,35.15,32.0,27.01825,88.74140538,11.08391033
2020-07-30,32,17.6,34.56,26.56,36.48,0.34,30.4,35.0,27.05366667,86.97512154,13.3428839
2020-07-31,35,19.25,37.8,29.05,39.9,0.37,33.25,152.0,26.80783333,90.10878967,10.54085625
2020-01-08,152,83.6,164.16,126.16,173.28,1.6,144.4,135.0,27.15158333,88.41161283,8.802286371
2020-02-08,135,74.25,145.8,112.05,153.9,1.42,128.25,119.0,26.96408333,90.29214563,7.845297579
2020-03-08,119,65.45,128.52,98.77,135.66,1.25,113.05,97.0,26.70366667,91.47877008,8.257859342
2020-04-08,97,53.35,104.76,80.51,110.58,1.02,92.15,67.0,27.34533333,88.90245721,10.58675018
2020-05-08,67,36.85,72.36,55.61,76.38,0.7,63.65,36.0,27.66408333,87.52785863,14.89530054
2020-06-08,36,19.8,38.88,29.88,41.04,0.38,34.2,38.0,27.73283333,85.91028083,18.37950188
2020-07-08,38,20.9,41.04,31.54,43.32,0.4,36.1,49.0,26.912,90.37847333,23.52493746
2020-08-08,49,26.95,52.92,40.67,55.86,0.51,46.55,49.0,26.77866667,90.5565525,30.1849535
2020-09-08,49,26.95,52.92,40.67,55.86,0.51,46.55,106.0,26.8745,91.49870958,28.14273425
2020-10-08,106,58.3,114.48,87.98,120.84,1.11,100.7,142.0,27.24741667,88.26638375,30.15384038
2020-11-08,142,78.1,153.36,117.86,161.88,1.49,134.9,157.0,27.05575,89.40120829,24.53577725
2020-12-08,157,86.35,169.56,130.31,178.98,1.65,149.15,38.0,27.39325,86.10015083,22.58019929
2020-08-13,38,20.9,41.04,31.54,43.32,0.4,36.1,35.0,27.25575,86.23318317,18.05896358
2020-08-14,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0,26.30366667,91.59338113,15.58277837
2020-08-15,37,20.35,39.96,30.71,42.18,0.39,35.15,47.0,26.27658333,91.62355213,17.26982208
2020-08-16,47,25.85,50.76,39.01,53.58,0.49,44.65,43.0,26.45991667,90.25377983,20.90413721
2020-08-17,43,23.65,46.44,35.69,49.02,0.45,40.85,28.0,26.25158333,91.06794717,21.64739975
2020-08-18,28,15.4,30.24,23.24,31.92,0.29,26.6,33.0,25.86408333,91.56987588,22.94651846
2020-08-19,33,18.15,35.64,27.39,37.62,0.35,31.35,41.0,26.05783333,92.34944508,21.27186458
2020-08-20,41,22.55,44.28,34.03,46.74,0.43,38.95,39.0,26.22658333,90.94411171,20.3737315
2020-08-21,39,21.45,42.12,32.37,44.46,0.41,37.05,35.0,25.9995,91.19002917,18.68143004
2020-08-22,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0,26.04741667,91.96470983,18.21557238
2020-08-23,37,20.35,39.96,30.71,42.18,0.39,35.15,36.0,26.62658333,89.91739654,18.58397117
2020-08-24,36,19.8,38.88,29.88,41.04,0.38,34.2,49.0,26.09325,91.99119979,17.31241056
2020-08-25,49,26.95,52.92,40.67,55.86,0.51,46.55,36.0,26.2995,91.80288563,20.0506845
2020-08-26,36,19.8,38.88,29.88,41.04,0.38,34.2,35.0,26.50991667,90.72681321,19.70855908
2020-08-27,35,19.25,37.8,29.05,39.9,0.37,33.25,32.0,26.76408333,88.33964729,22.44224083
2020-08-28,32,17.6,34.56,26.56,36.48,0.34,30.4,31.0,27.12241667,86.11198408,21.07971979
2020-08-29,31,17.05,33.48,25.73,35.34,0.33,29.45,28.0,27.06825,86.3794775,16.95109096
2020-08-30,28,15.4,30.24,23.24,31.92,0.29,26.6,30.0,26.90158333,86.74408742,14.47766606
2020-08-31,30,16.5,32.4,24.9,34.2,0.32,28.5,124.0,26.19533333,91.28479796,12.54768295
2020-01-09,124,68.2,133.92,102.92,141.36,1.3,117.8,138.0,25.92241667,92.22546312,15.70890508
2020-02-09,138,75.9,149.04,114.54,157.32,1.45,131.1,123.0,25.64325,92.60538625,16.45066917
2020-03-09,123,67.65,132.84,102.09,140.22,1.29,116.85,94.0,25.94533333,91.51149708,19.30030125
2020-04-09,94,51.7,101.52,78.02,107.16,0.99,89.3,65.0,26.26825,90.36191583,14.98307839
2020-05-09,65,35.75,70.2,53.95,74.1,0.68,61.75,34.0,26.45575,90.37652371,7.399741567
2020-06-09,34,18.7,36.72,28.22,38.76,0.36,32.3,45.0,27.19533333,87.66534204,7.986927938
2020-07-09,45,24.75,48.6,37.35,51.3,0.47,42.75,44.0,27.52033333,87.73197663,7.937123433
2020-08-09,44,24.2,47.52,36.52,50.16,0.46,41.8,55.0,28.13283333,87.65434917,6.760864754
2020-09-09,55,30.25,59.4,45.65,62.7,0.58,52.25,124.0,28.46825,89.08138871,6.827515003
2020-10-09,124,68.2,133.92,102.92,141.36,1.3,117.8,148.0,28.24116667,90.23729292,5.788315321
2020-11-09,148,81.4,159.84,122.84,168.72,1.55,140.6,136.0,27.20783333,88.39126217,7.710127846
2020-12-09,136,74.8,146.88,112.88,155.04,1.43,129.2,39.0,27.37241667,89.97500554,7.171225221
2020-09-13,39,21.45,42.12,32.37,44.46,0.41,37.05,44.0,28.11408333,88.63202771,7.051818162
2020-09-14,44,24.2,47.52,36.52,50.16,0.46,41.8,40.0,27.54116667,88.81636296,6.742400692
2020-09-15,40,22.0,43.2,33.2,45.6,0.42,38.0,39.0,27.16825,91.07442463,7.08208525
2020-09-16,39,21.45,42.12,32.37,44.46,0.41,37.05,40.0,26.97033333,85.88088817,22.64315913
2020-09-17,40,22.0,43.2,33.2,45.6,0.42,38.0,52.0,27.25575,84.23368367,14.78689756
2020-09-18,52,28.6,56.16,43.16,59.28,0.55,49.4,59.0,26.63283333,90.34994083,9.054607704
2020-09-19,59,32.45,63.72,48.97,67.26,0.62,56.05,53.0,26.512,89.74964708,6.770267042
2020-09-20,53,29.15,57.24,43.99,60.42,0.56,50.35,58.0,26.69533333,89.92893288,5.5148456
2020-09-21,58,31.9,62.64,48.14,66.12,0.61,55.1,64.0,26.83283333,88.80840208,6.307754292
2020-09-22,64,35.2,69.12,53.12,72.96,0.67,60.8,42.0,26.587,85.68584529,5.475958654
2020-09-23,42,23.1,45.36,34.86,47.88,0.44,39.9,44.0,27.32241667,88.46802025,5.549192246
2020-09-24,44,24.2,47.52,36.52,50.16,0.46,41.8,53.0,27.26408333,90.28799758,6.225365742
2020-09-25,53,29.15,57.24,43.99,60.42,0.56,50.35,63.0,27.50366667,91.68617979,6.662158504
2020-09-26,63,34.65,68.04,52.29,71.82,0.66,59.85,65.0,26.912,91.22690863,8.657794117
2020-09-27,65,35.75,70.2,53.95,74.1,0.68,61.75,69.0,26.28908333,93.16212504,13.41999816
2020-09-28,69,37.95,74.52,57.27,78.66,0.72,65.55,75.0,27.02033333,89.34604863,8.665545525
2020-09-29,75,41.25,81.0,62.25,85.5,0.79,71.25,80.0,26.82866667,87.51512304,8.700659967
2020-09-30,80,44.0,86.4,66.4,91.2,0.84,76.0,125.0,27.02866667,81.86796712,9.561325671
2020-01-10,125,68.75,135.0,103.75,142.5,1.31,118.75,134.0,26.4745,87.43093142,6.189072067
2020-02-10,134,73.7,144.72,111.22,152.76,1.41,127.3,130.0,26.6245,86.91825267,4.853219066
2020-03-10,130,71.5,140.4,107.9,148.2,1.37,123.5,83.0,26.65158333,87.99785892,6.045322404
2020-04-10,83,45.65,89.64,68.89,94.62,0.87,78.85,64.0,26.862,84.39026804,6.680037513
2020-05-10,64,35.2,69.12,53.12,72.96,0.67,60.8,40.0,27.20783333,84.40736971,7.309649463
2020-06-10,40,22.0,43.2,33.2,45.6,0.42,38.0,48.0,27.35575,87.447551,6.476078683
2020-07-10,48,26.4,51.84,39.84,54.72,0.5,45.6,42.0,27.36616667,89.60892329,6.21325635
2020-08-10,42,23.1,45.36,34.86,47.88,0.44,39.9,68.0,26.65158333,88.78858871,5.641033687
2020-09-10,68,37.4,73.44,56.44,77.52,0.71,64.6,145.0,26.73908333,89.46725396,6.114691999
2020-10-10,145,79.75,156.6,120.35,165.3,1.52,137.75,146.0,27.37866667,87.90883396,7.483488175
2020-11-10,146,80.3,157.68,121.18,166.44,1.53,138.7,143.0,28.25366667,87.83217617,7.9664483
2020-12-10,143,78.65,154.44,118.69,163.02,1.5,135.85,110.0,28.40366667,84.96477208,6.861320363
2020-10-13,110,60.5,118.8,91.3,125.4,1.16,104.5,106.0,29.09325,79.55380858,7.293253521
2020-10-14,106,58.3,114.48,87.98,120.84,1.11,100.7,68.0,28.45991667,88.94627371,7.084641887
2020-10-15,68,37.4,73.44,56.44,77.52,0.71,64.6,59.0,27.59325,89.89208671,6.075778825
2020-10-16,59,32.45,63.72,48.97,67.26,0.62,56.05,71.0,28.10366667,87.64224229,5.206218929
2020-10-17,71,39.05,76.68,58.93,80.94,0.75,67.45,82.0,28.16616667,89.85025063,4.623378008
2020-10-18,82,45.1,88.56,68.06,93.48,0.86,77.9,78.0,27.99741667,91.367743,4.776146979
2020-10-19,78,42.9,84.24,64.74,88.92,0.82,74.1,90.0,27.9995,85.76769492,11.22768436
2020-10-20,90,49.5,97.2,74.7,102.6,0.95,85.5,83.0,27.99533333,77.64440717,16.605135
2020-10-21,83,45.65,89.64,68.89,94.62,0.87,78.85,90.0,27.68491667,81.22295504,16.28333627
2020-10-22,90,49.5,97.2,74.7,102.6,0.95,85.5,82.0,27.24116667,86.43962075,8.109155392
2020-10-23,82,45.1,88.56,68.06,93.48,0.86,77.9,113.0,27.08075,89.07536892,5.804576679
2020-10-24,113,62.15,122.04,93.79,128.82,1.19,107.35,83.0,27.47033333,89.48036767,6.253749504
2020-10-25,83,45.65,89.64,68.89,94.62,0.87,78.85,94.0,27.23283333,87.98368975,6.778037408
2020-10-26,94,51.7,101.52,78.02,107.16,0.99,89.3,100.0,26.77658333,89.87561687,7.4316396
2020-10-27,100,55.0,108.0,83.0,114.0,1.05,95.0,130.0,27.66616667,87.83952892,5.402113895
2020-10-28,130,71.5,140.4,107.9,148.2,1.37,123.5,146.0,26.93908333,90.62374804,6.324293921
2020-10-29,146,80.3,157.68,121.18,166.44,1.53,138.7,131.0,27.39741667,89.47733496,6.335693633
2020-10-30,131,72.05,141.48,108.73,149.34,1.38,124.45,119.0,27.66408333,83.37125821,6.731982958
2020-10-31,119,65.45,128.52,98.77,135.66,1.25,113.05,155.0,27.412,72.97274838,8.418591542
2020-01-11,155,85.25,167.4,128.65,176.7,1.63,147.25,139.0,27.55783333,80.7286885,6.477566583
2020-02-11,139,76.45,150.12,115.37,158.46,1.46,132.05,73.0,26.70575,81.600359,7.214947125
2020-03-11,73,40.15,78.84,60.59,83.22,0.77,69.35,77.0,26.82241667,77.43709929,8.058241213
2020-04-11,77,42.35,83.16,63.91,87.78,0.81,73.15,61.0,26.42033333,72.64649975,7.565680467
2020-05-11,61,33.55,65.88,50.63,69.54,0.64,57.95,35.0,27.02866667,77.56229304,7.11333915
2020-06-11,35,19.25,37.8,29.05,39.9,0.37,33.25,45.0,27.79741667,71.58319163,6.924124375
2020-07-11,45,24.75,48.6,37.35,51.3,0.47,42.75,41.0,27.99741679,68.19721738,8.535773242
2020-08-11,41,22.55,44.28,34.03,46.74,0.43,38.95,68.0,27.07033346,69.22677567,8.299560358
2020-09-11,68,37.4,73.44,56.44,77.52,0.71,64.6,110.0,27.17658358,59.8386835,9.422256296
2020-10-11,110,60.5,118.8,91.3,125.4,1.16,104.5,182.0,26.65158358,58.81875296,10.67517731
2020-11-11,182,100.1,196.56,151.06,207.48,1.91,172.9,151.0,26.98075013,55.51832333,10.79278097
2020-12-11,151,83.05,163.08,125.33,172.14,1.59,143.45,171.0,27.7245005,56.69410392,9.448957013
2020-11-13,171,94.05,184.68,141.93,194.94,1.8,162.45,131.0,26.20158346,63.12249958,8.174998008
2020-11-14,131,72.05,141.48,108.73,149.34,1.38,124.45,148.0,25.67658333,56.58094604,9.29738215
2020-11-15,148,81.4,159.84,122.84,168.72,1.55,140.6,143.0,25.58075012,51.27704867,10.50683643
2020-11-16,143,78.65,154.44,118.69,163.02,1.5,135.85,175.0,25.20575,54.99296504,10.53900514
2020-11-17,175,96.25,189.0,145.25,199.5,1.84,166.25,167.0,26.86408346,62.23691917,10.7406046
2020-11-18,167,91.85,180.36,138.61,190.38,1.75,158.65,146.0,28.02241692,69.48144667,9.8166989
2020-11-19,146,80.3,157.68,121.18,166.44,1.53,138.7,143.0,28.09325,68.92955421,9.651397488
2020-11-20,143,78.65,154.44,118.69,163.02,1.5,135.85,160.0,28.38075025,64.03531963,10.26316594
2020-11-21,160,88.0,172.8,132.8,182.4,1.68,152.0,170.0,28.60158358,63.50606712,10.57840592
2020-11-22,170,93.5,183.6,141.1,193.8,1.79,161.5,156.0,27.73908333,71.19828646,7.744136642
2020-11-23,156,85.8,168.48,129.48,177.84,1.64,148.2,139.0,27.93908358,62.36291354,11.34657361
2020-11-24,139,76.45,150.12,115.37,158.46,1.46,132.05,210.0,27.20158333,62.22564638,10.48958282
2020-11-25,210,115.5,226.8,174.3,239.4,2.21,199.5,225.0,26.27658333,66.78480683,9.580039833
2020-11-26,225,123.75,243.0,186.75,256.5,2.36,213.75,182.0,25.70158333,74.77011267,8.198941263
2020-11-27,182,100.1,196.56,151.06,207.48,1.91,172.9,139.0,25.86825,69.73879529,9.323118425
2020-11-28,139,76.45,150.12,115.37,158.46,1.46,132.05,110.0,26.09741667,67.94344321,8.510513508
2020-11-29,110,60.5,118.8,91.3,125.4,1.16,104.5,125.0,26.35366667,68.42898533,8.180843071
2020-11-30,125,68.75,135.0,103.75,142.5,1.31,118.75,217.0,26.66408333,57.33727138,12.95620449
2020-01-12,217,119.35,234.36,180.11,247.38,2.28,206.15,133.0,27.80366692,41.97172113,14.44416029
2020-02-12,133,73.15,143.64,110.39,151.62,1.4,126.35,79.0,27.4495,54.967873,9.942664646
2020-03-12,79,43.45,85.32,65.57,90.06,0.83,75.05,87.0,26.962,67.26636113,9.248486742
2020-04-12,87,47.85,93.96,72.21,99.18,0.91,82.65,67.0,27.48700012,65.10095433,9.033736042
2020-05-12,67,36.85,72.36,55.61,76.38,0.7,63.65,38.0,28.04533333,65.84130775,9.505278971
2020-06-12,38,20.9,41.04,31.54,43.32,0.4,36.1,36.0,27.27033346,63.33586275,11.0359274
2020-07-12,36,19.8,38.88,29.88,41.04,0.38,34.2,38.0,26.31616679,65.55013758,9.133598908
2020-08-12,38,20.9,41.04,31.54,43.32,0.4,36.1,48.0,25.55783358,64.00630242,8.165421571
2020-09-12,48,26.4,51.84,39.84,54.72,0.5,45.6,99.0,25.63283346,58.96418708,8.214016163
2020-10-12,99,54.45,106.92,82.17,112.86,1.04,94.05,170.0,25.72241679,51.06779996,9.244706279
2020-11-12,170,93.5,183.6,141.1,193.8,1.79,161.5,139.0,26.14325025,48.23411463,9.930378671
2020-12-12,139,76.45,150.12,115.37,158.46,1.46,132.05,146.0,26.27450013,53.21794983,10.34432245
2020-12-13,146,80.3,157.68,121.18,166.44,1.53,138.7,105.0,27.08075012,59.96811208,8.0186294
2020-12-14,105,57.75,113.4,87.15,119.7,1.1,99.75,152.0,27.50575,64.99456642,9.195467279
2020-12-15,152,83.6,164.16,126.16,173.28,1.6,144.4,194.0,25.55783333,74.39613888,7.795271346
2020-12-16,194,106.7,209.52,161.02,221.16,2.04,184.3,205.0,25.65991667,76.46892388,8.288827875
2020-12-17,205,112.75,221.4,170.15,233.7,2.15,194.75,203.0,25.1495,75.72420942,9.067135475
2020-12-18,203,111.65,219.24,168.49,231.42,2.13,192.85,185.0,24.08075,86.0004475,8.184600288
2020-12-19,185,101.75,199.8,153.55,210.9,1.94,175.75,178.0,24.86408333,79.63239779,13.36179102
2020-12-20,178,97.9,192.24,147.74,202.92,1.87,169.1,151.0,25.15783333,78.23399913,12.21580048
2020-12-21,151,83.05,163.08,125.33,172.14,1.59,143.45,141.0,25.26825,76.65530183,10.99332208
2020-12-22,141,77.55,152.28,117.03,160.74,1.48,133.95,172.0,24.98075,74.97745,9.3670605
2020-12-23,172,94.6,185.76,142.76,196.08,1.81,163.4,193.0,25.63491667,61.53582088,12.04817378
2020-12-24,193,106.15,208.44,160.19,220.02,2.03,183.35,209.0,24.67658333,59.86136813,10.85392873
2020-12-25,209,114.95,225.72,173.47,238.26,2.19,198.55,221.0,23.99533333,54.476149,9.734234992
2020-12-26,221,121.55,238.68,183.43,251.94,2.32,209.95,225.0,23.68075,56.57570438,8.636295221
2020-12-27,225,123.75,243.0,186.75,256.5,2.36,213.75,168.0,23.14533333,63.15242267,8.328740746
2020-12-28,168,92.4,181.44,139.44,191.52,1.76,159.6,192.0,23.85575,61.78182463,9.768603
2020-12-29,192,105.6,207.36,159.36,218.88,2.02,182.4,225.0,25.40366679,59.55528667,8.965268038
2020-12-30,225,123.75,243.0,186.75,256.5,2.36,213.75,245.0,25.15991667,66.851663,8.394161604
2020-12-31,245,134.75,264.6,203.35,279.3,2.57,232.75,244.0,24.912,61.52152758,13.97744595
2021-01-01,244,134.2,263.52,202.52,278.16,2.56,231.8,184.0,22.737,51.47553458,14.31710929
2021-02-01,184,101.2,198.72,152.72,209.76,1.93,174.8,161.0,22.41616667,61.87153246,10.67979834
2021-03-01,161,88.55,173.88,133.63,183.54,1.69,152.95,113.0,23.09741667,68.51546525,10.89469985
2021-04-01,113,62.15,122.04,93.79,128.82,1.19,107.35,68.0,25.10366679,65.98260279,10.5546899
2021-05-01,68,37.4,73.44,56.44,77.52,0.71,64.6,61.0,25.72866667,71.20040458,8.120075671
2021-06-01,61,33.55,65.88,50.63,69.54,0.64,57.95,70.0,25.062,72.58265058,9.390787138
2021-07-01,70,38.5,75.6,58.1,79.8,0.74,66.5,63.0,24.2995,68.59511608,9.627176613
2021-08-01,63,34.65,68.04,52.29,71.82,0.66,59.85,54.0,24.1245,67.97698042,9.223086917
2021-09-01,54,29.7,58.32,44.82,61.56,0.57,51.3,76.0,24.28908333,65.04065958,13.22239816
2021-10-01,76,41.8,82.08,63.08,86.64,0.8,72.2,188.0,24.6995,63.41427679,13.91010004
2021-11-01,188,103.4,203.04,156.04,214.32,1.97,178.6,154.0,25.44116667,74.39937158,7.340644354
2021-12-01,154,84.7,166.32,127.82,175.56,1.62,146.3,193.0,25.44533333,83.93380021,8.594784275
2021-01-13,193,106.15,208.44,160.19,220.02,2.03,183.35,193.0,26.23491667,77.53568142,8.975516704
2021-01-14,193,106.15,208.44,160.19,220.02,2.03,183.35,145.0,27.06408333,75.37012746,7.690377279
2021-01-15,145,79.75,156.6,120.35,165.3,1.52,137.75,140.0,27.14116667,72.45653658,9.447599024
2021-01-16,140,77.0,151.2,116.2,159.6,1.47,133.0,173.0,27.59325012,65.56907433,12.42745598
2021-01-17,173,95.15,186.84,143.59,197.22,1.82,164.35,124.0,26.37241679,64.10057221,11.20404535
2021-01-18,124,68.2,133.92,102.92,141.36,1.3,117.8,153.0,24.90991667,71.62456425,11.14492272
2021-01-19,153,84.15,165.24,126.99,174.42,1.61,145.35,193.0,23.23491667,75.56975088,9.770648754
2021-01-20,193,106.15,208.44,160.19,220.02,2.03,183.35,189.0,23.29325,74.31096529,8.672474429
2021-01-21,189,103.95,204.12,156.87,215.46,1.98,179.55,233.0,23.637,77.56402496,8.390739754
2021-01-22,233,128.15,251.64,193.39,265.62,2.45,221.35,255.0,24.51408333,69.60307579,11.2515578
2021-01-23,255,140.25,275.4,211.65,290.7,2.68,242.25,198.0,25.29116667,58.93862283,12.21131154
2021-01-24,198,108.9,213.84,164.34,225.72,2.08,188.1,207.0,24.47033333,57.34494333,11.71301664
2021-01-25,207,113.85,223.56,171.81,235.98,2.17,196.65,223.0,22.93908333,69.78023646,10.06927399
2021-01-26,223,122.65,240.84,185.09,254.22,2.34,211.85,231.0,23.50991667,74.61821021,9.81292755
2021-01-27,231,127.05,249.48,191.73,263.34,2.43,219.45,247.0,24.29325,65.25946908,12.12656323
2021-01-28,247,135.85,266.76,205.01,281.58,2.59,234.65,224.0,23.512,62.79601046,11.86147165
2021-01-29,224,123.2,241.92,185.92,255.36,2.35,212.8,218.0,22.78908333,64.61480792,11.28868386
2021-01-30,218,119.9,235.44,180.94,248.52,2.29,207.1,196.0,21.87866667,70.48255867,10.82669553
2021-01-31,196,107.8,211.68,162.68,223.44,2.06,186.2,255.0,21.61825,71.53877204,9.802296763
2021-01-02,255,140.25,275.4,211.65,290.7,2.68,242.25,180.0,21.91825,68.07577154,11.33286435
2021-02-02,180,99.0,194.4,149.4,205.2,1.89,171.0,175.0,22.65783333,64.05600454,9.8422302
2021-03-02,175,96.25,189.0,145.25,199.5,1.84,166.25,162.0,23.19533333,64.17401792,10.70888351
2021-04-02,162,89.1,174.96,134.46,184.68,1.7,153.9,71.0,24.19533333,57.53229658,10.76762065
